club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,filename,url
3349,cd-feirense,CD Feirense,PO1,,24,25.0,11,45.8,2,Estádio Marcolino de Castro,5401,+€325k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/cd-feirense/startseite/verein/3349
336,sporting-lissabon,Sporting CP,PO1,,30,25.0,18,60.0,13,Estádio José Alvalade,52095,+€31.97m,Rui Borges,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sporting-lissabon/startseite/verein/336
3368,ud-levante,Levante UD,ES1,,22,24.6,5,22.7,3,Ciutat de València,26354,+-0,Julián Calero,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
338,dynamo-kiew,Dynamo Kyiv,UKR1,,42,24.4,10,23.8,12,Valeriy Lobanovsky Stadion,16873,+€4.20m,Oleksandr Shovkovskyi,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/dynamo-kiew/startseite/verein/338
3385,panserraikos,Panserraikos Serres,GR1,,34,26.1,18,52.9,1,Dimotiko Gipedo Serron,9500,+€1.43m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/panserraikos/startseite/verein/3385
339,dnipro-dnipropetrovsk,Dnipro Dnipropetrovsk (-2020),UKR1,,0,,0,,0,Meteor,24381,+-0,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/dnipro-dnipropetrovsk/startseite/verein/339
33966,acsm-politehnica-iasi,ACSM Politehnica Iasi,RO1,,24,22.6,6,25.0,1,Emil Alexandrescu,11481,€-40k,Tony,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/acsm-politehnica-iasi/startseite/verein/33966
3426,esbjerg-fb,Esbjerg fB,DK1,,27,22.7,10,37.0,2,Blue Water Arena,16942,+-0,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/esbjerg-fb/startseite/verein/3426
347,fc-metz,FC Metz,FR1,,22,25.0,13,59.1,5,Stade Saint-Symphorien,28786,+€16.00m,Stéphane Le Mignan,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-metz/startseite/verein/347
34911,al-suqoor,Neom Sports Club,SA1,,29,27.0,10,34.5,7,King Khalid Sport City Stadium,12000,€-91.05m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/al-suqoor/startseite/verein/34911
35,fc-st-pauli,FC St. Pauli,L1,,28,25.9,23,82.1,8,Millerntor-Stadion,29546,+€1.80m,Alexander Blessin,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-st-pauli/startseite/verein/35
350,sheffield-united,Sheffield United,GB1,,28,24.2,11,39.3,5,Bramall Lane,32702,+€31.02m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/sheffield-united/startseite/verein/350
3508,sv-zulte-waregem,Zulte Waregem,BE1,,26,23.8,15,57.7,2,Elindus Arena,12698,+€5.00m,Sven Vandenbroeck,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
3522,spezia-calcio,Spezia Calcio,IT1,,32,24.4,25,78.1,11,Alberto Picco,11676,€-3.95m,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/spezia-calcio/startseite/verein/3522
3524,clermont-foot-63,Clermont Foot 63,FR1,,30,23.9,18,60.0,5,Stade Gabriel-Montpied,10800,+€4.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/clermont-foot-63/startseite/verein/3524
3527,motor-lublin,Motor Lublin Spółka Akcyjna,PL1,,31,25.2,14,45.2,3,Motor Lublin Arena,15247,€-934k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/motor-lublin/startseite/verein/3527
353,lillestrom-sk,Lillestrøm Sportsklubb,NO1,,27,25.9,11,40.7,1,Åråsen stadion,11637,€-260k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/lillestrom-sk/startseite/verein/353
3535,ulsan-hyundai,Ulsan Hyundai Football Club,RSK1,,34,27.4,8,23.5,4,Ulsan Munsu Football Stadium,44474,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ulsan-hyundai/startseite/verein/3535
354,kv-mechelen,KV Mechelen,BE1,,29,22.6,18,62.1,4,Achter de Kazerne,16672,+€3.00m,Frederik Vanderbiest,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
3551,scr-altach,Sportclub Rheindorf Altach,A1,,27,26.4,11,40.7,2,Schnabelholz,8500,+€169k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/scr-altach/startseite/verein/3551
3558,gfc-ajaccio,GFC Ajaccio,FR1,,5,26.8,1,20.0,1,Stade Ange-Casanova,4050,+-0,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/gfc-ajaccio/startseite/verein/3558
35759,bucheon-fc-1995,Bucheon Football Club 1995,RSK1,,36,27.0,6,16.7,0,Bucheon Sports Complex,35000,€-85k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/bucheon-fc-1995/startseite/verein/35759
3592,kryvbas-kryvyi-rig,Kryvbas Kryvyi Rig,UKR1,,18,21.8,10,55.6,2,Girnyk,3219,+€3.58m,Patrick van Leeuwen,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/kryvbas-kryvyi-rig/startseite/verein/3592
36,fenerbahce-istanbul,Fenerbahce,TR1,,44,26.8,23,52.3,17,Chobani Stadyumu FB Şükrü Saracoğlu Spor Kompleksi,47430,€-42.17m,José Mourinho,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36
3609,rotor-volgograd,Rotor Volgograd,RU1,,27,23.9,2,7.4,0,Volgograd Arena,45568,€-13k,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/rotor-volgograd/startseite/verein/3609
36100,western-sydney-wanderers,Western Sydney Wanderers,AUS1,,28,23.1,3,10.7,0,CommBank Stadium,30000,+-0,Alen Stajcic,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/western-sydney-wanderers/startseite/verein/36100
3622,ifk-varnamo,IFK Värnamo,SE1,,22,24.7,9,40.9,0,Finnvedsvallen,5000,+€1.65m,Anes Mravac,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/ifk-varnamo/startseite/verein/3622
3631,cf-america,CF América,MEX1,,29,27.2,10,34.5,9,Estadio Azteca,87523,+-0,André Jardine,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/cf-america/startseite/verein/3631
3641,degerfors-if,Degerfors IF,SE1,,25,26.1,10,40.0,3,Stora Valla,5880,+€3.20m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/degerfors-if/startseite/verein/3641
3654,kalmar-ff,Kalmar Fotbollförening,SE1,,27,24.7,11,40.7,1,Guldfågeln Arena,12182,+€3.00m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/kalmar-ff/startseite/verein/3654
366,real-valladolid,Real Valladolid CF,ES1,,28,25.4,14,50.0,1,José Zorrilla,27618,+€11.30m,Paulo Pezzolano,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/real-valladolid/startseite/verein/366
367,rayo-vallecano,Rayo Vallecano,ES1,,24,28.4,11,45.8,6,Estadio de Vallecas,14708,€-5.00m,Iñigo Pérez,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/rayo-vallecano/startseite/verein/367
368,fc-sevilla,Sevilla FC,ES1,,27,26.8,13,48.1,7,Ramón Sánchez-Pizjuán,43883,€-6.00m,Matías Almeyda,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-sevilla/startseite/verein/368
369,lyngby-bk,Lyngby Boldklub,DK1,,25,25.1,7,28.0,0,Lyngby Stadion,10000,+€3.11m,Morten Karlsen,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/lyngby-bk/startseite/verein/369
3690,ska-khabarovsk,SKA Khabarovsk,RU1,,27,25.7,4,14.8,0,Lenin Stadion,15200,€-93k,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/ska-khabarovsk/startseite/verein/3690
3691,tom-tomsk,Tom Tomsk,RU1,,0,,0,,0,Trud,10028,+-0,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/tom-tomsk/startseite/verein/3691
36922,fk-tekstilac-odzaci,FK Tekstilac Odzaci,SER1,,32,23.6,8,25.0,0,Gradski stadion Odžaci,1500,+-0,Branko Mirjacic,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/fk-tekstilac-odzaci/startseite/verein/36922
370,aberdeen-fc,Aberdeen FC,SC1,,30,25.5,22,73.3,4,Pittodrie Stadium,20866,+€1.59m,Jimmy Thelin,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370
3709,fc-getafe,Getafe CF,ES1,,22,27.0,12,54.5,4,Coliseum,16800,€-8.00m,José Bordalás,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-getafe/startseite/verein/3709
371,celtic-glasgow,Celtic FC,SC1,,30,26.6,21,70.0,14,Celtic Park,60411,€-1.45m,Brendan Rodgers,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/celtic-glasgow/startseite/verein/371
3711,cd-cruz-azul,CD Cruz Azul,MEX1,,24,26.2,10,41.7,5,Estadio Olímpico Universitario,62700,+€5.25m,Nicolás Larcamón,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/cd-cruz-azul/startseite/verein/3711
3714,enisey-krasnoyarsk,Enisey Krasnoyarsk,RU1,,26,25.6,2,7.7,1,Zentralstadion Krasnoyarsk,15000,+€601k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/enisey-krasnoyarsk/startseite/verein/3714
3719,fk-khimki,FC Khimki (-2025),RU1,,0,0.0,0,,0,Arena Khimki,18636,+-0,Franc Artiga,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/fk-khimki/startseite/verein/3719
3725,akhmat-grozny,RFK Akhmat Grozny,RU1,,27,26.6,12,44.4,8,Akhmat-Arena,30200,€-5.72m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/akhmat-grozny/startseite/verein/3725
37255,afk-csikszereda-miercurea-ciuc,FK Csikszereda Miercurea Ciuc,RO1,,29,25.3,10,34.5,0,Municipal Miercurea Ciuc,2480,€-15k,Robert Ilyes,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/afk-csikszereda-miercurea-ciuc/startseite/verein/37255
3729,arsenal-tula,Arsenal Tula,RU1,,27,27.4,2,7.4,1,Arsenal,19241,+€1.80m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
3734,tokyo-verdy,Tokyo Verdy,JAP1,,35,24.7,2,5.7,0,Ajinomoto Stadium,49970,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/tokyo-verdy/startseite/verein/3734
37624,fc-metaloglobus-bukarest,FC Metaloglobus Bucharest,RO1,,20,29.1,9,45.0,0,Clinceni Arena,4500,+-0,Mihai Teja,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-metaloglobus-bukarest/startseite/verein/37624
377,fc-banik-ostrau,FC Baník Ostrava a.s.,TS1,,29,25.9,13,44.8,3,Městský stadion  - Vitkovice Aréna,15123,+€9.08m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-banik-ostrau/startseite/verein/377
379,west-ham-united,West Ham United,GB1,,27,25.8,17,63.0,11,London Stadium,62500,+€97.85m,Graham Potter,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
38,fortuna-dusseldorf,Fortuna Düsseldorf,L1,,29,25.9,12,41.4,2,MERKUR SPIEL-ARENA,54600,+€600k,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/fortuna-dusseldorf/startseite/verein/38
380,us-salernitana-1919,US Salernitana 1919,IT1,,30,24.5,16,53.3,3,Arechi,29739,+€18.80m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
3828,yokohama-f-marinos,Yokohama Marinos,JAP1,,34,27.2,7,20.6,0,NISSAN Stadium,72327,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/yokohama-f-marinos/startseite/verein/3828
383,psv-eindhoven,PSV Eindhoven,NL1,,27,25.2,15,55.6,11,Philips Stadion,35000,+€32.00m,Peter Bosz,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/psv-eindhoven/startseite/verein/383
3837,fredrikstad-fk,Fredrikstad Fotballklubb,NO1,,26,24.2,9,34.6,1,Fredrikstad Stadion,12560,+€2.96m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fredrikstad-fk/startseite/verein/3837
3840,adana-demirspor,Adana Demirspor,TR1,,24,19.2,0,,0,Yeni Adana Stadyumu,30960,+€1.00m,Hikmet Karaman,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/adana-demirspor/startseite/verein/3840
385,fortuna-sittard,Fortuna Sittardia Combinatie,NL1,,28,27.3,15,53.6,2,Fortuna Sittard Stadion,12800,+€2.10m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
38628,llaneros-fc,Llaneros FC,COL1,,26,27.6,4,15.4,0,Estadio Bello Horizonte,15000,+-0,Martín Cardetti,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/llaneros-fc/startseite/verein/38628
3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
38898,fc-anyang,Football Club Anyang,RSK1,,36,27.7,5,13.9,0,Anyang Sports Complex Stadium,25000,€-516k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-anyang/startseite/verein/38898
39,1-fsv-mainz-05,1.FSV Mainz 05,L1,,30,27.1,16,53.3,12,Mewa Arena,33305,+€4.20m,Bo Henriksen,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/1-fsv-mainz-05/startseite/verein/39
3901,raal-la-louviere,RAAL La Louvière,BE1,,29,24.7,21,72.4,2,Easi Arena,8050,€-1.10m,Frédéric Taquin,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/raal-la-louviere/startseite/verein/3901
39097,fk-obolon-kiew,Obolon Kyiv,UKR1,,24,26.7,0,,0,Obolon-Arena,5103,+€1.00m,Oleksandr Antonenko,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fk-obolon-kiew/startseite/verein/39097
3911,stade-brest-29,Stade Brestois 29,FR1,,19,25.5,6,31.6,3,Stade Francis-Le Blé,15220,+-0,Éric Roy,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/stade-brest-29/startseite/verein/3911
3938,club-atletico-talleres,Club Atlético Talleres,ARG1,,32,24.9,8,25.0,2,Mario Alberto Kempes,57000,+€10.85m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-atletico-talleres/startseite/verein/3938
3948,royale-union-saint-gilloise,Union Saint-Gilloise,BE1,,31,24.4,23,74.2,10,Stade Joseph Mariën,9512,€-13.20m,Sébastien Pocognoli,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/royale-union-saint-gilloise/startseite/verein/3948
39536,al-orubah,Al-Orobah FC,SA1,,25,28.1,4,16.0,0,Al-Orobah Club Stadium,3000,+-0,Álvaro Pacheco,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/al-orubah/startseite/verein/39536
3958,vissel-kobe,Rakuten Vissel Kobe,JAP1,,42,26.9,6,14.3,0,NOEVIR Stadium Kobe,30132,+€1.50m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/vissel-kobe/startseite/verein/3958
39722,buyuksehir-belediye-erzurumspor,Erzurumspor FK,TR1,,28,26.1,7,25.0,1,Erzurum Kazım Karabekir,23700,+€70k,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/buyuksehir-belediye-erzurumspor/startseite/verein/39722
398,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,28,27.8,17,60.7,11,Olimpico di Roma,70634,+€13.55m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
399,leeds-united,Leeds United,GB1,,29,27.2,21,72.4,15,Elland Road,37890,+€23.20m,Daniel Farke,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399
3999,pas-lamia-1964,PAS Lamia 1964,GR1,,28,23.6,0,,0,"Stadio Lamia ""Athanasios Diakos""",5500,+€500k,Marinos Satsias,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/pas-lamia-1964/startseite/verein/3999
4,1-fc-nurnberg,1.FC Nuremberg,L1,,33,25.2,7,21.2,2,Max-Morlock-Stadion,50000,+€2.63m,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/1-fc-nurnberg/startseite/verein/4
40,fc-girondins-bordeaux,FC Girondins Bordeaux,FR1,,26,22.7,13,50.0,6,Matmut Atlantique,42115,+€12.70m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
4000,lechia-gdansk,Lechia Gdansk,PL1,,20,22.3,8,40.0,3,Polsat Plus Arena Gdańsk,41620,+-0,John Carver,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/lechia-gdansk/startseite/verein/4000
40058,new-york-city-fc,New York City Football Club,MLS1,,33,24.8,18,54.5,7,Yankee Stadium,30321,€-8.83m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/new-york-city-fc/startseite/verein/40058
40188,atletico-de-san-luis,Atlético de San Luis,MEX1,,29,26.5,10,34.5,1,Estadio Alfonso Lastras Ramírez,27029,+-0,Guillermo Abascal,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/atletico-de-san-luis/startseite/verein/40188
403,willem-ii-tilburg,Willem II Tilburg,NL1,,26,24.9,8,30.8,1,Koning Willem II Stadion,14700,€-875k,Peter Maes,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
4035,cf-pachuca,CF Pachuca,MEX1,,20,26.8,8,40.0,2,Estadio Hidalgo,30000,+€3.50m,Jaime Lozano,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/cf-pachuca/startseite/verein/4035
40426,fk-tosno,FC Tosno (-2018),RU1,,0,,0,,0,Petrovsky,20985,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/fk-tosno/startseite/verein/40426
405,aston-villa,Aston Villa,GB1,,29,27.4,21,72.4,16,Villa Park,43205,+€31.50m,Unai Emery,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/aston-villa/startseite/verein/405
4078,club-de-foot-montreal,Club de Foot Montréal,MLS1,,28,24.0,19,67.9,7,Stade Saputo,20801,+€3.95m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-de-foot-montreal/startseite/verein/4078
40812,universitatea-craiova,Universitatea Craiova,RO1,,33,25.1,13,39.4,14,Ion Oblemenco (2017),30983,€-2.90m,Mirel Rădoi,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/universitatea-craiova/startseite/verein/40812
4083,fc-crotone,FC Crotone,IT1,,25,27.0,6,24.0,1,Ezio Scida,16640,+€3.90m,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/fc-crotone/startseite/verein/4083
409,red-bull-salzburg,Fußballclub Red Bull Salzburg,A1,,30,23.0,21,70.0,6,Red Bull Arena Salzburg,30188,+€60.55m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/red-bull-salzburg/startseite/verein/409
41,hamburger-sv,Hamburger SV,L1,,26,24.6,17,65.4,6,Volksparkstadion,57000,€-3.20m,Merlin Polzin,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/hamburger-sv/startseite/verein/41
410,udinese-calcio,Udinese Calcio,IT1,,39,25.5,33,84.6,12,Bluenergy Stadium,25144,€-18.00m,Kosta Runjaić,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/udinese-calcio/startseite/verein/410
4102,carpi-fc-1909,AC Carpi,IT1,,25,23.6,6,24.0,1,Sandro Cabassi,5510,+-0,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/carpi-fc-1909/startseite/verein/4102
41201,pfk-tambov,PFK Tambov (-2021),RU1,,0,,0,,0,Mordovia Arena,44149,+-0,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/pfk-tambov/startseite/verein/41201
41231,fk-sochi,FK Sochi,RU1,,28,27.0,6,21.4,0,Fisht Olympic Stadium,45994,€-3.54m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fk-sochi/startseite/verein/41231
41274,beerschot-v-a-,Beerschot VA,BE1,,32,26.2,20,62.5,2,Olympisch Stadion,12771,+€1.15m,Dirk Kuyt,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/beerschot-v-a-/startseite/verein/41274
41278,acsc-fc-arges,ACSC FC Arges,RO1,,29,25.7,10,34.5,3,Orășenesc Mioveni,10000,+-0,Bogdan Andone,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/acsc-fc-arges/startseite/verein/41278
4128,amkar-perm,Amkar Perm,RU1,,26,26.0,0,,0,Zvezda,17000,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/amkar-perm/startseite/verein/4128
413,lask,LASK,A1,,26,24.3,18,69.2,4,Raiffeisen Arena,19080,+€2.70m,João Sacramento,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/lask/startseite/verein/413
415,fc-toulouse,FC Toulouse,FR1,,24,22.9,14,58.3,6,Stadium Municipal,33150,+€25.50m,Carles Martínez,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-toulouse/startseite/verein/415
416,fc-turin,Torino FC,IT1,,27,25.6,17,63.0,9,Olimpico Grande Torino,28177,€-2.30m,Marco Baroni,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-turin/startseite/verein/416
417,ogc-nizza,OGC Nice,FR1,,27,25.3,19,70.4,11,Allianz Riviera,36178,+€11.30m,Franck Haise,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ogc-nizza/startseite/verein/417
4171,benevento-calcio,Benevento Calcio,IT1,,31,26.7,16,51.6,2,Ciro Vigorito,16867,€-1.93m,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/benevento-calcio/startseite/verein/4171
4172,ac-pisa-1909,Pisa Sporting Club,IT1,,35,24.7,20,57.1,5,Cetilar® Arena,12508,€-7.08m,Alberto Gilardino,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ac-pisa-1909/startseite/verein/4172
418,real-madrid,Real Madrid,ES1,,30,25.5,20,66.7,20,Santiago Bernabéu,83186,€-67.50m,Xabi Alonso,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/real-madrid/startseite/verein/418
419,gnk-dinamo-zagreb,GNK Dinamo Zagreb,KR1,,33,25.7,14,42.4,6,Maksimir,35123,+€23.00m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gnk-dinamo-zagreb/startseite/verein/419
42,hannover-96,Hannover 96,L1,,28,25.0,6,21.4,1,Heinz-von-Heiden-Arena,49000,€-300k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/hannover-96/startseite/verein/42
428,gornik-zabrze,Górnik Zabrze,PL1,,37,24.6,18,48.6,3,Arena Zabrze,28236,+€6.70m,Michal Gasparik,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gornik-zabrze/startseite/verein/428
4284,sporting-kansas-city,Sporting Kansas City,MLS1,,25,24.5,11,44.0,3,Sporting Park,21000,€-7.11m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sporting-kansas-city/startseite/verein/4284
